,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,datetime
350,91205,Female,Loyal Customer,42,Personal Travel,Eco,270,2,3,1,3,2,3,2,3,5,1,5,1,3,3,29,0,7/16/1936
351,55470,Female,Loyal Customer,-1,Business travel,Business,1825,1,2,3,3,2,2,5,5,5,4,5,3,5,4,76,67,7/17/1936
352,53922,Female,disloyal Customer,17,Business travel,Eco Plus,191,2,1,0,3,3,0,2,4,3,0,4,2,2,4,137,34,7/18/1936
353,129138,Male,Loyal Customer,45,Business travel,Business,679,4,3,5,5,5,5,4,5,5,5,5,3,5,3,92,6,7/19/1936
354,2034,Female,Loyal Customer,-1,Business travel,Business,812,2,2,1,2,4,5,5,1,3,2,1,5,2,3,77,46,7/20/1936
355,37286,Male,Loyal Customer,39,Business travel,Eco,1056,5,3,2,4,5,5,5,5,4,1,4,5,1,5,113,9,7/21/1936
356,32818,Male,Loyal Customer,-1,Business travel,Business,101,3,1,1,0,1,3,3,2,1,1,4,2,3,3,-9,16,7/22/1936
357,46695,Female,Loyal Customer,-1,Personal Travel,Eco,73,1,3,1,2,5,2,4,2,2,1,0,2,2,2,48,32,7/23/1936
358,121598,Male,Loyal Customer,-1,Personal Travel,Eco,100000,5,5,5,3,4,5,5,5,5,3,5,5,5,5,110,22,7/24/1936
359,44039,Female,Loyal Customer,24,Business travel,Eco,287,1,1,0,3,5,0,5,5,1,1,3,2,2,5,83,89,7/25/1936
360,102733,Female,Loyal Customer,-1,Personal Travel,Eco,255,4,1,2,4,2,4,2,2,1,3,3,1,4,4,0,81,7/26/1936
361,85600,Female,disloyal Customer,25,Business travel,Eco,317,0,5,0,5,5,0,5,5,5,2,1,4,4,5,9,11,7/27/1936
362,10833,Male,Loyal Customer,22,Business travel,Business,2027,2,2,2,3,5,5,3,3,5,4,4,4,5,3,86,7,7/28/1936
363,81553,Male,Loyal Customer,55,Business travel,Business,936,4,2,3,2,5,5,5,4,3,2,2,5,3,5,34,55,7/29/1936
364,24745,Male,Loyal Customer,53,Business travel,Eco,432,3,2,2,2,5,5,4,3,5,3,4,1,4,4,91,31,7/30/1936
365,58871,Female,Loyal Customer,46,Business travel,Business,888,4,3,4,2,5,5,3,3,3,5,4,4,5,4,0,-3,7/31/1936
366,68900,Male,Loyal Customer,-1,Personal Travel,Eco,1061,0,5,0,4,5,0,5,5,4,4,5,5,5,5,62,-10,8/1/1936
367,31952,Female,Loyal Customer,-1,Business travel,Business,216,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,42,8/2/1936
368,98758,Female,Loyal Customer,-1,Business travel,Business,1814,2,3,2,3,3,5,5,5,5,5,5,5,5,4,28,38,8/3/1936
369,59963,Male,Loyal Customer,57,Business travel,Business,2993,5,5,5,5,2,5,3,5,3,4,3,3,5,3,34,6,8/4/1936
370,38236,Female,Loyal Customer,54,Business travel,Business,2632,4,3,4,4,3,5,5,4,4,5,2,4,4,5,42,93,8/5/1936
371,43811,Female,Loyal Customer,42,Business travel,Business,199,1,1,2,0,5,4,5,5,5,5,5,5,5,5,74,51,8/6/1936
372,58215,Male,Loyal Customer,-1,Personal Travel,Eco,802,1,5,1,3,5,1,5,3,3,5,4,0,5,5,25,23,8/7/1936
373,88293,Female,Loyal Customer,-1,Business travel,Business,581,0,1,2,1,3,5,3,4,4,3,3,4,5,4,1,62,8/8/1936
374,37225,Male,Loyal Customer,49,Business travel,Business,1938,2,1,3,3,2,4,5,5,4,5,3,5,4,5,22,59,8/9/1936
375,43935,Female,Loyal Customer,37,Business travel,Eco Plus,100000,5,4,5,2,5,5,5,5,5,2,5,3,5,5,20,-10,8/10/1936
376,48899,Male,Loyal Customer,-1,Business travel,Eco,326,3,1,2,1,5,3,5,5,3,5,5,5,4,3,23,0,8/11/1936
377,99082,Male,Loyal Customer,30,Business travel,Business,1821,0,0,2,0,3,1,1,1,2,2,2,4,3,3,69,102,8/12/1936
378,75859,Female,Loyal Customer,16,Personal Travel,Eco,1437,0,5,0,5,5,0,5,5,4,3,5,4,5,5,40,62,8/13/1936
379,85109,Male,Loyal Customer,46,Business travel,Business,3995,5,3,4,4,4,5,3,5,5,5,5,5,5,5,93,11,8/14/1936
380,118135,Female,Loyal Customer,51,Business travel,Business,1488,2,3,2,4,5,4,4,3,2,2,3,3,2,3,90,74,8/15/1936
381,89169,Male,Loyal Customer,-1,Personal Travel,Eco,1892,2,3,1,2,1,1,2,0,5,3,3,5,2,1,3,-2,8/16/1936
382,4988,Male,disloyal Customer,26,Business travel,Business,502,2,2,1,5,5,1,1,5,5,2,4,3,5,5,78,110,8/17/1936
383,81441,Male,Loyal Customer,-1,Business travel,Business,2491,4,3,4,3,4,3,5,4,4,4,5,5,5,2,12,0,8/18/1936
384,37707,Female,Loyal Customer,12,Personal Travel,Eco,944,3,2,1,3,0,2,1,1,0,5,5,0,3,1,20,15,8/19/1936
385,94317,Male,Loyal Customer,25,Business travel,Business,496,4,3,4,4,3,3,5,3,3,3,5,3,5,5,32,64,8/20/1936
386,42242,Female,Loyal Customer,63,Business travel,Business,329,3,1,2,1,5,2,5,5,5,4,4,4,5,4,67,0,8/21/1936
387,8085,Female,Loyal Customer,48,Business travel,Business,402,0,0,1,2,5,5,5,5,5,5,5,5,4,4,0,29,8/22/1936
388,42926,Female,Loyal Customer,-1,Business travel,Business,3946,3,2,4,4,2,5,5,5,5,4,4,5,3,5,0,0,8/23/1936
389,114663,Female,Loyal Customer,-1,Business travel,Business,337,5,5,5,5,1,4,5,3,3,3,4,2,4,5,82,42,8/24/1936
390,63597,Female,Loyal Customer,32,Business travel,Business,2133,5,3,5,3,5,3,3,5,5,1,5,4,3,5,44,78,8/25/1936
391,78220,Male,Loyal Customer,44,Personal Travel,Eco,192,3,5,2,5,5,1,3,3,2,1,5,1,3,4,-1,-8,8/26/1936
392,2902,Male,Loyal Customer,60,Personal Travel,Eco,1,1,4,1,3,5,2,5,5,4,1,2,5,0,5,54,60,8/27/1936
393,71673,Female,Loyal Customer,20,Personal Travel,Eco,1120,2,0,1,5,3,1,1,3,1,5,5,2,4,2,40,3,8/28/1936
394,128042,Female,Loyal Customer,-1,Personal Travel,Eco,1440,0,5,2,5,3,0,5,5,5,4,4,5,5,3,55,7,8/29/1936
395,53847,Female,Loyal Customer,51,Business travel,Business,140,3,2,3,2,1,2,4,4,3,3,1,3,2,3,58,0,8/30/1936
396,42369,Female,Loyal Customer,-1,Personal Travel,Eco,451,3,5,3,4,1,2,1,1,3,5,5,4,5,3,0,76,8/31/1936
397,110474,Female,Loyal Customer,-1,Personal Travel,Eco,798,2,1,0,2,5,1,2,2,4,0,2,3,2,3,1,20,9/1/1936
398,17284,Male,Loyal Customer,32,Business travel,Business,3607,0,2,0,1,5,5,5,5,3,3,5,1,5,5,0,51,9/2/1936
399,69457,Male,Loyal Customer,-1,Personal Travel,Eco,1096,1,5,3,2,2,1,2,0,5,4,4,4,0,1,67,0,9/3/1936
400,83974,Female,Loyal Customer,-1,Business travel,Business,373,3,5,3,1,2,5,5,5,5,5,5,5,5,4,89,51,9/4/1936
401,107761,Male,Loyal Customer,-1,Personal Travel,Eco,405,2,5,3,1,4,4,3,5,4,5,4,3,5,3,3,22,9/5/1936
402,37834,Male,Loyal Customer,-1,Business travel,Business,2542,5,5,5,5,5,5,5,5,5,2,1,4,1,5,18,55,9/6/1936
403,25904,Female,Loyal Customer,-1,Business travel,Eco Plus,907,5,3,3,3,5,5,2,5,5,4,5,3,3,5,11,20,9/7/1936
404,73190,Male,disloyal Customer,25,Business travel,Eco,1258,3,4,4,2,2,1,3,1,2,4,2,2,0,3,256,185,9/8/1936
405,70160,Male,Loyal Customer,25,Personal Travel,Eco,550,2,1,2,4,1,1,1,0,5,3,3,5,5,0,107,81,9/9/1936
406,126642,Female,Loyal Customer,35,Business travel,Business,602,4,4,4,5,4,5,5,2,1,3,2,5,3,5,47,44,9/10/1936
407,76228,Female,Loyal Customer,-1,Business travel,Eco,1399,1,1,2,2,4,3,4,3,3,3,3,1,2,3,53,0,9/11/1936
408,18983,Male,Loyal Customer,52,Business travel,Business,3245,5,5,3,5,2,4,4,5,5,5,5,4,5,2,102,68,9/12/1936
409,42803,Female,Loyal Customer,17,Business travel,Eco,677,0,3,0,4,3,3,5,3,3,5,5,5,5,5,0,68,9/13/1936
410,65527,Female,Loyal Customer,30,Personal Travel,Eco,1616,3,3,4,1,1,2,2,1,2,2,3,3,5,0,125,89,9/14/1936
411,5441,Male,Loyal Customer,38,Business travel,Business,1561,4,5,4,3,3,3,5,5,5,5,5,5,5,5,53,23,9/15/1936
412,18473,Female,Loyal Customer,38,Business travel,Business,285,5,5,5,5,2,2,2,5,3,4,3,5,4,5,54,-6,9/16/1936
413,98337,Female,disloyal Customer,-1,Business travel,Business,1189,2,0,0,4,3,1,2,3,5,5,5,4,5,2,30,0,9/17/1936
414,68782,Male,disloyal Customer,-1,Business travel,Eco,1021,1,3,1,2,4,2,2,4,2,5,5,5,4,4,0,34,9/18/1936
415,98247,Female,Loyal Customer,39,Business travel,Business,100000,5,5,5,5,3,5,5,4,5,4,4,4,5,4,80,109,9/19/1936
416,67119,Female,Loyal Customer,55,Business travel,Business,918,1,3,1,1,5,1,3,0,0,0,1,2,0,3,20,62,9/20/1936
417,91319,Female,disloyal Customer,25,Business travel,Business,545,4,5,4,0,5,4,5,5,3,3,5,2,5,5,0,92,9/21/1936
418,111275,Male,Loyal Customer,59,Business travel,Business,1,5,1,1,1,3,4,5,4,4,3,5,1,4,4,0,5,9/22/1936
419,60787,Female,Loyal Customer,9,Personal Travel,Eco Plus,804,0,5,1,3,2,0,2,1,5,2,5,2,5,2,0,4,9/23/1936
420,65894,Female,disloyal Customer,26,Business travel,Business,569,0,0,0,4,4,0,2,4,5,3,3,5,4,2,93,91,9/24/1936
421,67702,Male,Loyal Customer,-1,Business travel,Business,3991,5,5,5,5,3,3,5,4,4,2,4,5,4,4,5,29,9/25/1936
422,55982,Male,Loyal Customer,40,Business travel,Business,1620,2,3,3,3,4,3,4,5,5,5,5,5,5,5,72,59,9/26/1936
423,38230,Male,Loyal Customer,-1,Business travel,Business,1173,4,4,5,4,3,5,4,3,2,2,3,4,3,0,0,0,9/27/1936
424,48253,Female,Loyal Customer,56,Personal Travel,Eco,236,4,4,3,4,5,1,5,5,3,3,4,2,5,5,54,126,9/28/1936
425,89431,Female,Loyal Customer,18,Personal Travel,Eco,134,2,1,2,2,3,3,5,3,2,3,4,5,2,2,-7,0,9/29/1936
426,117314,Female,Loyal Customer,8,Personal Travel,Eco Plus,647,4,1,4,2,3,4,5,3,2,3,3,2,3,3,0,38,9/30/1936
427,14155,Male,Loyal Customer,33,Business travel,Eco Plus,654,5,3,2,2,3,3,3,4,4,5,2,2,4,3,-5,52,10/1/1936
428,123078,Male,Loyal Customer,46,Business travel,Business,2623,3,2,2,3,3,5,4,5,5,5,5,4,5,5,-10,0,10/2/1936
429,50137,Female,Loyal Customer,41,Business travel,Business,209,3,4,4,4,0,2,4,2,1,2,3,1,3,1,87,149,10/3/1936
430,41799,Female,Loyal Customer,-1,Business travel,Business,257,3,3,3,4,5,5,4,4,4,4,5,2,5,2,2,-7,10/4/1936
431,47037,Male,Loyal Customer,26,Business travel,Business,1629,0,1,2,2,5,5,5,5,4,3,1,4,2,5,99,36,10/5/1936
432,115397,Female,disloyal Customer,36,Business travel,Eco,371,2,1,3,4,5,4,5,5,3,4,3,3,2,5,7,0,10/6/1936
433,35221,Male,Loyal Customer,-1,Business travel,Business,2201,5,5,5,5,1,3,3,3,5,3,3,2,1,3,0,0,10/7/1936
434,52892,Male,Loyal Customer,-1,Personal Travel,Eco,836,1,3,3,2,0,2,1,0,5,5,0,2,3,0,27,54,10/8/1936
435,90041,Female,Loyal Customer,-1,Business travel,Business,3081,5,5,5,5,1,5,3,1,1,1,3,4,3,3,7,0,10/9/1936
436,26751,Female,disloyal Customer,20,Business travel,Eco,859,4,3,5,4,5,5,4,3,3,2,2,2,2,5,3,113,10/10/1936
437,66071,Female,Loyal Customer,-1,Personal Travel,Eco,1055,3,5,1,1,2,3,5,1,3,1,1,5,1,4,29,15,10/11/1936
438,33552,Female,disloyal Customer,27,Business travel,Eco,399,1,0,2,5,5,1,5,5,5,1,4,2,1,5,76,44,10/12/1936
439,107354,Female,Loyal Customer,10,Business travel,Eco,632,4,5,5,3,2,4,1,3,3,2,5,3,4,2,105,101,10/13/1936
440,83598,Male,Loyal Customer,60,Business travel,Business,3626,1,2,2,3,5,5,3,5,5,5,5,4,5,5,125,36,10/14/1936
441,117725,Male,Loyal Customer,-1,Business travel,Business,833,3,2,1,2,4,5,4,4,5,3,5,4,4,4,92,51,10/15/1936
442,34210,Female,Loyal Customer,-1,Personal Travel,Eco,1288,1,5,2,2,3,4,5,3,5,3,5,3,4,5,5,52,10/16/1936
443,129245,Male,Loyal Customer,-1,Business travel,Business,2163,4,3,4,4,5,4,4,3,3,4,4,4,4,3,133,164,10/17/1936
444,16810,Female,Loyal Customer,-1,Business travel,Eco,645,2,1,2,3,2,2,2,2,0,1,4,3,4,4,141,139,10/18/1936
445,88356,Male,Loyal Customer,54,Business travel,Eco,515,2,1,1,2,2,2,4,4,5,4,3,2,4,4,44,75,10/19/1936
446,3875,Female,Loyal Customer,44,Business travel,Business,100000,0,0,2,0,5,2,2,3,2,3,1,4,3,1,74,92,10/20/1936
447,4749,Male,disloyal Customer,43,Personal Travel,Eco,888,5,2,5,3,4,1,3,3,5,5,5,1,4,3,30,0,10/21/1936
448,9559,Female,disloyal Customer,-1,Business travel,Business,288,5,5,5,5,4,5,3,4,5,5,5,4,4,3,-8,0,10/22/1936
449,112110,Female,disloyal Customer,26,Business travel,Business,1,5,5,3,0,5,3,5,5,2,3,4,4,5,5,96,18,10/23/1936
450,114915,Male,Loyal Customer,48,Business travel,Business,3185,2,2,1,1,5,5,4,5,5,5,5,5,5,5,0,40,10/24/1936
451,66011,Male,Loyal Customer,-1,Business travel,Business,2974,5,5,4,4,4,5,4,3,4,2,5,4,5,5,110,89,10/25/1936
452,60450,Female,Loyal Customer,46,Business travel,Business,2981,2,2,0,0,1,5,3,5,5,5,5,2,5,4,45,76,10/26/1936
453,129469,Male,disloyal Customer,23,Business travel,Eco,1428,3,3,3,1,1,2,3,3,5,3,5,4,4,2,0,7,10/27/1936
454,62153,Male,Loyal Customer,39,Business travel,Business,2454,5,5,5,5,5,5,4,5,5,5,5,5,5,4,90,93,10/28/1936
455,39499,Male,Loyal Customer,24,Business travel,Business,3482,5,5,5,5,3,3,3,5,3,1,5,5,3,3,0,65,10/29/1936
456,19091,Female,Loyal Customer,48,Personal Travel,Eco,296,3,5,4,3,4,5,3,3,1,5,2,4,2,2,0,16,10/30/1936
457,48260,Male,Loyal Customer,-1,Personal Travel,Eco,391,4,5,3,5,5,2,4,5,2,4,5,4,5,5,0,33,10/31/1936
458,96830,Male,Loyal Customer,37,Business travel,Business,3744,5,5,5,5,5,5,5,5,3,3,3,5,4,5,172,178,11/1/1936
459,126561,Male,Loyal Customer,37,Business travel,Business,1558,4,1,1,1,1,2,5,4,5,3,3,1,3,2,74,58,11/2/1936
460,69098,Male,Loyal Customer,-1,Business travel,Business,1389,0,1,4,0,5,5,4,5,5,5,5,5,5,5,0,0,11/3/1936
461,89178,Male,Loyal Customer,21,Personal Travel,Eco,100000,3,5,2,2,2,2,0,1,4,2,2,5,3,1,0,2,11/4/1936
462,48501,Male,Loyal Customer,9,Business travel,Eco,776,2,2,1,1,1,3,3,2,0,2,2,2,4,3,16,90,11/5/1936
463,109465,Female,Loyal Customer,24,Business travel,Business,3536,5,5,5,5,3,5,4,3,2,5,5,3,5,4,0,89,11/6/1936
464,62274,Male,disloyal Customer,-1,Business travel,Business,414,4,4,3,5,3,3,4,4,5,1,5,3,5,3,89,0,11/7/1936
465,98908,Male,Loyal Customer,-1,Business travel,Business,3165,1,3,3,1,4,5,5,5,4,5,4,5,5,2,68,12,11/8/1936
466,17357,Female,Loyal Customer,49,Business travel,Business,1600,2,5,5,5,4,4,5,0,0,1,1,3,0,3,74,62,11/9/1936
467,115331,Male,Loyal Customer,-1,Business travel,Business,3605,5,5,4,5,3,5,5,4,5,3,3,5,3,4,0,0,11/10/1936
468,65150,Female,Loyal Customer,52,Personal Travel,Eco,247,5,5,0,2,5,4,3,5,5,0,5,2,5,2,17,74,11/11/1936
469,42257,Male,Loyal Customer,52,Business travel,Eco,550,1,5,5,5,3,3,2,1,4,5,3,5,4,1,57,6,11/12/1936
470,116136,Male,Loyal Customer,20,Personal Travel,Eco,100000,3,4,3,4,1,3,1,0,3,4,4,1,4,0,28,35,11/13/1936
471,36244,Male,Loyal Customer,-1,Business travel,Business,728,2,1,1,2,0,4,1,5,5,5,5,0,5,4,0,23,11/14/1936
472,109049,Male,Loyal Customer,45,Business travel,Business,3692,2,3,2,3,0,3,1,1,2,3,3,2,2,4,88,56,11/15/1936
473,111496,Female,Loyal Customer,-1,Business travel,Business,3979,3,4,4,3,3,5,5,4,3,4,5,3,5,3,62,10,11/16/1936
474,8105,Female,Loyal Customer,47,Business travel,Business,3546,3,1,3,1,5,3,2,1,3,1,2,1,3,2,56,78,11/17/1936
475,19478,Female,Loyal Customer,-1,Business travel,Business,177,5,5,5,5,0,2,1,5,5,5,4,5,5,5,136,122,11/18/1936
476,79579,Female,Loyal Customer,34,Business travel,Business,100000,3,4,5,3,3,5,4,4,4,2,2,2,2,2,57,32,11/19/1936
477,26935,Female,Loyal Customer,26,Business travel,Eco,2378,4,5,5,5,4,5,5,5,2,1,5,3,5,3,89,3,11/20/1936
478,81010,Female,Loyal Customer,45,Business travel,Business,228,0,0,0,3,3,5,5,3,4,2,3,4,3,5,37,21,11/21/1936
479,32348,Female,Loyal Customer,33,Business travel,Business,163,2,3,5,2,1,3,5,4,4,5,3,3,5,2,0,95,11/22/1936
480,122747,Male,disloyal Customer,22,Business travel,Eco,251,2,0,0,2,2,1,2,1,3,2,5,3,3,1,19,0,11/23/1936
481,88118,Male,Loyal Customer,51,Business travel,Business,406,5,5,5,5,5,3,5,3,4,4,4,4,3,5,109,62,11/24/1936
482,5622,Male,Loyal Customer,60,Personal Travel,Eco,624,5,3,5,2,3,3,5,2,3,5,3,5,5,4,211,180,11/25/1936
483,97335,Male,Loyal Customer,40,Business travel,Business,3764,1,2,2,0,4,5,3,5,3,5,3,3,5,4,16,-7,11/26/1936
484,72995,Male,Loyal Customer,62,Business travel,Eco,696,2,2,5,3,2,2,2,3,1,5,2,2,2,3,93,1,11/27/1936
485,21707,Female,Loyal Customer,-1,Personal Travel,Eco,746,2,5,4,3,5,5,5,1,2,2,3,3,3,4,27,31,11/28/1936
486,120201,Male,Loyal Customer,38,Business travel,Business,2930,1,5,5,5,3,3,3,3,2,1,3,3,3,3,7,76,11/29/1936
487,42929,Male,Loyal Customer,44,Business travel,Business,192,5,5,5,5,4,5,3,5,5,5,5,3,5,2,44,84,11/30/1936
488,117511,Male,Loyal Customer,11,Personal Travel,Eco,507,4,5,2,0,0,2,2,2,4,5,4,5,5,0,4,24,12/1/1936
489,125569,Female,Loyal Customer,-1,Personal Travel,Eco,226,1,3,2,1,1,1,2,2,3,5,3,3,5,1,0,0,12/2/1936
490,128566,Female,Loyal Customer,-1,Personal Travel,Eco Plus,338,2,5,2,3,5,2,5,5,5,2,4,5,3,5,0,0,12/3/1936
491,16040,Male,Loyal Customer,51,Business travel,Eco Plus,380,2,3,4,5,2,2,2,3,0,0,4,3,5,1,100,78,12/4/1936
492,27289,Male,Loyal Customer,34,Business travel,Business,3144,5,4,5,3,4,5,5,5,5,5,5,5,5,1,43,0,12/5/1936
493,61198,Male,Loyal Customer,69,Business travel,Business,3714,5,0,1,0,0,2,1,5,5,4,5,4,4,1,97,-6,12/6/1936
494,120723,Female,Loyal Customer,49,Business travel,Business,90,3,5,1,5,4,4,3,5,4,3,3,5,3,4,97,70,12/7/1936
495,73793,Male,Loyal Customer,30,Business travel,Eco Plus,204,3,5,5,5,2,3,3,2,2,5,3,2,3,3,105,93,12/8/1936
496,36093,Female,Loyal Customer,40,Personal Travel,Eco,399,3,5,4,2,1,4,2,2,5,2,3,5,2,0,53,11,12/9/1936
497,66777,Female,Loyal Customer,29,Personal Travel,Eco Plus,802,1,3,2,4,1,1,2,1,4,1,5,5,3,2,36,88,12/10/1936
498,91068,Male,Loyal Customer,68,Personal Travel,Eco,406,4,2,4,2,4,2,4,4,5,3,4,3,5,3,88,83,12/11/1936
499,120574,Female,Loyal Customer,-1,Business travel,Eco Plus,676,3,5,5,5,5,5,5,3,2,1,3,2,3,4,38,58,12/12/1936
500,30294,Female,Loyal Customer,24,Business travel,Business,1476,5,5,5,5,5,5,5,5,2,2,5,5,5,5,12,108,12/13/1936
501,99081,Male,Loyal Customer,43,Business travel,Business,1,3,4,5,5,3,3,5,4,3,4,3,3,3,5,2,5,12/14/1936
502,12094,Male,Loyal Customer,7,Personal Travel,Business,1034,3,3,1,3,2,3,5,5,5,1,4,3,1,3,180,140,12/15/1936
503,11849,Female,Loyal Customer,-1,Personal Travel,Business,1042,3,5,4,4,3,5,5,3,4,3,1,5,4,5,136,30,12/16/1936
504,2671,Female,Loyal Customer,8,Personal Travel,Eco,597,4,5,4,3,3,5,1,1,5,5,5,4,3,2,81,6,12/17/1936
505,55140,Male,Loyal Customer,50,Personal Travel,Eco,1635,1,5,1,2,5,2,3,4,3,5,5,3,5,5,-8,4,12/18/1936
506,75362,Male,Loyal Customer,26,Personal Travel,Eco Plus,2556,3,3,3,3,2,3,5,3,1,1,4,5,5,3,0,56,12/19/1936
507,5763,Female,Loyal Customer,24,Personal Travel,Eco,1,4,5,2,5,1,4,3,1,2,5,4,2,5,3,36,103,12/20/1936
508,12659,Female,Loyal Customer,-1,Personal Travel,Eco,1236,2,3,2,2,4,2,3,5,5,0,5,5,5,5,88,36,12/21/1936
509,21207,Female,disloyal Customer,21,Business travel,Eco,192,3,4,4,3,1,2,0,1,5,1,2,0,3,0,56,0,12/22/1936
510,45421,Female,Loyal Customer,-1,Business travel,Eco,649,4,3,3,3,5,1,2,5,4,3,5,5,3,2,127,56,12/23/1936
511,51952,Male,Loyal Customer,22,Business travel,Business,936,3,5,3,2,4,5,4,3,5,0,2,3,3,3,0,7,12/24/1936
512,80873,Female,Loyal Customer,-1,Personal Travel,Eco,484,3,3,3,4,3,5,4,3,4,3,5,5,3,4,0,54,12/25/1936
513,119054,Female,Loyal Customer,31,Personal Travel,Eco,2279,0,5,1,1,3,1,3,4,5,4,5,4,5,2,32,32,12/26/1936
514,128651,Male,disloyal Customer,-1,Business travel,Eco,1444,5,5,3,0,5,2,1,5,4,5,4,2,4,0,-7,90,12/27/1936
515,65790,Female,disloyal Customer,38,Business travel,Business,1389,5,5,5,0,1,5,1,1,4,5,5,4,3,1,78,69,12/28/1936
516,71834,Female,Loyal Customer,42,Business travel,Business,1846,0,2,1,3,5,3,2,1,1,2,2,2,0,5,43,60,12/29/1936
517,94138,Male,Loyal Customer,55,Business travel,Business,1884,3,3,1,3,2,3,5,3,4,5,5,3,4,5,26,12,12/30/1936
518,5255,Male,disloyal Customer,-1,Business travel,Business,100000,1,3,1,2,2,1,3,3,3,2,2,1,2,4,90,30,12/31/1936
519,115771,Male,Loyal Customer,43,Business travel,Business,2256,1,1,0,2,5,3,5,1,2,1,2,2,2,2,48,9,1/1/1937
520,73967,Male,Loyal Customer,12,Personal Travel,Eco,2342,2,0,4,5,4,3,2,4,1,4,5,2,3,5,45,87,1/2/1937
521,32801,Female,Loyal Customer,-1,Business travel,Eco,163,2,4,5,4,3,2,1,2,4,2,4,1,2,1,35,100,1/3/1937
522,36503,Female,Loyal Customer,46,Business travel,Business,2502,1,2,3,1,2,1,4,4,3,5,5,3,5,5,5,0,1/4/1937
523,63315,Male,Loyal Customer,19,Business travel,Eco,337,5,1,1,1,3,5,2,5,5,5,3,5,2,3,9,17,1/5/1937
524,51581,Female,Loyal Customer,38,Business travel,Business,261,3,3,5,3,5,5,2,3,3,5,3,4,5,3,44,90,1/6/1937
525,77979,Female,Loyal Customer,-1,Business travel,Business,1,4,3,3,4,3,5,3,4,3,4,4,3,3,4,1,0,1/7/1937
526,117451,Male,disloyal Customer,47,Business travel,Eco,707,2,2,2,4,4,0,3,2,0,2,3,2,4,2,46,13,1/8/1937
527,58912,Male,Loyal Customer,-1,Personal Travel,Eco,888,2,3,3,2,2,1,0,2,3,5,4,5,3,2,61,0,1/9/1937
528,11244,Female,Loyal Customer,-1,Personal Travel,Eco,301,4,5,3,4,5,4,5,4,3,2,2,5,5,5,97,0,1/10/1937
529,122058,Female,Loyal Customer,23,Business travel,Eco,130,3,2,2,2,3,1,3,3,4,0,3,2,2,2,87,43,1/11/1937
530,6133,Male,Loyal Customer,45,Business travel,Business,3052,1,0,5,0,2,5,5,2,2,4,3,5,4,2,11,86,1/12/1937
531,63668,Female,Loyal Customer,58,Personal Travel,Eco,2405,5,1,5,5,1,2,5,3,4,5,4,2,2,2,3,19,1/13/1937
532,73903,Male,disloyal Customer,-1,Business travel,Eco,2585,2,3,3,4,3,2,4,3,1,5,4,4,3,2,0,87,1/14/1937
533,104087,Female,Loyal Customer,68,Personal Travel,Eco,666,4,3,3,1,0,5,1,2,0,4,2,5,1,5,45,0,1/15/1937
534,9170,Female,Loyal Customer,64,Business travel,Business,3239,4,5,2,2,2,5,3,5,4,5,5,3,3,3,0,89,1/16/1937
535,105685,Male,Loyal Customer,57,Business travel,Business,2718,3,1,3,2,3,5,5,5,5,5,5,3,5,4,89,0,1/17/1937
536,115282,Female,Loyal Customer,-1,Business travel,Business,362,5,4,3,4,5,5,2,4,5,4,4,3,4,4,82,130,1/18/1937
537,16311,Male,Loyal Customer,-1,Business travel,Business,3545,2,2,3,1,5,3,5,5,3,2,5,4,5,5,92,51,1/19/1937
538,77671,Male,disloyal Customer,30,Business travel,Eco,813,4,3,1,2,2,3,2,4,4,1,3,3,3,2,105,174,1/20/1937
539,19381,Male,Loyal Customer,23,Business travel,Business,1698,2,1,1,3,5,5,5,5,3,1,1,5,2,5,101,220,1/21/1937
540,94026,Male,disloyal Customer,37,Business travel,Business,148,5,4,3,3,4,5,2,4,3,5,5,5,5,3,78,0,1/22/1937
541,122163,Male,Loyal Customer,54,Business travel,Business,544,2,2,3,3,5,5,5,4,5,4,4,5,4,5,0,20,1/23/1937
542,7179,Female,Loyal Customer,40,Business travel,Business,3011,5,5,5,5,4,5,5,5,5,5,5,5,5,4,81,68,1/24/1937
543,20625,Male,Loyal Customer,-1,Business travel,Eco,783,5,3,3,2,5,5,5,5,5,2,2,5,5,5,12,63,1/25/1937
544,124273,Female,disloyal Customer,24,Business travel,Business,255,5,0,5,2,2,5,4,3,5,4,4,4,5,3,0,-6,1/26/1937
545,1600,Female,Loyal Customer,-1,Personal Travel,Eco,140,2,4,3,3,3,4,3,4,3,1,2,2,3,4,102,31,1/27/1937
546,23359,Female,Loyal Customer,-1,Business travel,Eco Plus,809,3,3,5,1,4,5,4,3,5,4,1,5,3,5,118,168,1/28/1937
547,80613,Female,Loyal Customer,38,Business travel,Business,2472,5,5,2,5,2,4,5,5,5,5,5,3,5,5,85,59,1/29/1937
548,45303,Female,Loyal Customer,45,Business travel,Eco,175,4,1,0,2,1,2,5,4,3,4,2,3,4,0,28,85,1/30/1937
549,21580,Female,Loyal Customer,-1,Personal Travel,Eco Plus,331,2,5,1,3,4,1,3,2,5,2,5,2,5,3,53,45,1/31/1937
